RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
94397,10050,84029,Zip,UT,UT,Grantsville,Salt Lake City,Tooele County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168265,167993,167855,167850,168290,168633,169512,170448,172455,174159,175460,175238,175187,176205,178784,181293,183371,186049,188694,191479,192912,194428,196653,200907,205200,208710,210695,212727,214451,215811,215994,216707,217720,220106,222695,225577,228393,230562,231315,231352,232234,233053,234611,234942,234496,233131,231384,230794,229274,227545,225938,225126,224222,223313,221984,220689,219279,217802,216346,214597,212990,211346,209414,207614,205606,203711,201802,200283,199159,198202,197429,196664,196178,195687,195360,194507,193694,192588,191520,190511,189572,188766,187808,186567,185317,184382,183995,183823,183769,183908,184216,184354,184321,184317,184663,185371,186119,186699,187269,187799,188415,188933,189673,190448,191286,192733,194007,196147,197978,199817,201579,203124,204813,205371,205864,205826,206697,207207,208340,207322,206822,206584,205530,205423,204648,207184,208451,211789,213546,215031,215594,216531,217936,219188,222251,224504,227247,227153,228233,227535,228414,228815,229376,230956,232960,235450,237193,238495,240330,243302,247255,251386,254181,257373,260763,264352,265832,266735,267192,269482,271501,273758,275507,277889,280079,282038,284099,286072,288900,291159,293375,295061,296582,298051,299235,300819,303345,305942,309032,311012,312440,314048,315558,317343,318605,320320,321890,322774,323237,323658,323528,324167,325155,326289,327508,328221
94461,10079,84101,Zip,UT,UT,Salt Lake City,Salt Lake City,Salt Lake County,178010,178803,179234,180746,182206,184037,185165,186478,187485,189008,189936,190337,189750,189349,189978,190031,190321,189696,190425,190336,190109,189314,188779,189550,191231,193100,193810,194797,195085,195388,194679,194726,195641,195914,197054,197049,197362,196245,195596,195048,194307,194416,194909,195473,195696,196503,197048,197168,197810,199337,201133,201810,204675,206602,208329,209116,210069,211003,210864,212183,212519,213199,212679,213458,212553,211329,209852,209391,209807,210867,212687,213598,213823,213626,214179,215031,215888,217172,218701,218932,218371,217150,216366,215905,215706,215339,215220,214504,214683,214597,215011,215789,216343,216641,216837,217550,219601,221743,222098,221957,221578,222598,222258,222092,221988,222916,223515,223108,222458,222013,223730,226127,227734,228233,229277,231295,234403,236792,239556,242866,245058,247736,250624,254881,260016,264530,269769,274118,278110,282980,287059,290940,295138,300461,305243,308765,311340,315325,319658,324383,327037,327828,328948,330152,330519,327316,323195,319256,316301,312246,306907,301712,298116,295727,293333,290876,289807,289061,288388,285829,282673,281641,281198,280901,278937,275980,273721,271873,269951,269291,268025,268090,267956,265943,263844,258969,256571,255669,255682,254691,252063,249352,247015,244870,243264,242711,242322,245860,247492,248872,247791,247288,248325,249475,251477,253715,256234,257614,258367,256763,256448,255721,256200,257618,259954,262607,264166,264735,264800,266196,269465,273117,276325,278312,279894,281035,281398,281525,281930,281538,281296,280190,278450,277535,276588,276573,278199,278620,279930,280018,282172,284879,288443,290762,292552,293554,295160,298094,298885,300513,299458,299621,298655,299667,300225,301740,302747,303646,303937,304197,306105,308641,312012,314663,316455,317805,319516,321692,323956,326254,329628,331983,333670,334594,336246,339171,342968,345937,347899,349384,352072,354437,355593,357973,360815,364653,366585,369197,370150,371058,369699,370492,370899,373332,374773,375851,376748,377233,378849,379501,381329,383781,388584,391938
94636,10158,84655,Zip,UT,UT,Santaquin,Provo-Orem,Utah County,,,,,146258,146317,146459,146141,146185,146145,146525,146862,147189,147728,148072,148524,149085,149831,150627,152248,153246,154342,154818,155407,156028,156429,157452,158531,159443,159680,159378,158782,158574,158780,159333,159841,160287,160640,160429,159942,159165,159021,159387,160341,161233,161479,161494,161694,162223,162696,163284,163901,165503,166428,166830,166315,165949,166551,166784,167117,167255,168255,169418,170239,170428,171039,172056,173258,174454,175401,176541,177182,177536,176912,176012,175286,174001,172645,171470,171997,172442,172259,171321,170832,170590,170794,170817,170746,172354,174313,176581,176149,175684,175185,175934,176538,177189,177531,178341,179888,180116,179765,178007,177658,177173,177322,177838,178684,179458,179993,179527,178703,177638,177424,177593,178011,179136,180610,181517,181454,181981,182567,184895,187142,190603,193555,197551,201885,205665,208361,209650,212772,215982,221477,225438,229306,231892,234977,238096,240652,243162,245880,250457,253379,254492,252570,251226,250175,249731,249108,247212,244887,241385,238743,235563,232357,229686,227347,225295,222642,219779,216460,214465,212345,211311,209812,209159,208846,207626,206910,205672,205847,205130,204445,202177,200255,198455,195767,192368,188353,186340,183984,181977,178478,176129,174898,175177,175360,174416,174097,173826,174696,174791,175473,176434,178001,179376,178263,176586,175663,177465,180213,183162,185601,187604,189254,190567,192739,195234,199444,203110,206050,207234,207612,207617,207637,208651,209922,211070,211388,211078,211119,211080,211434,211561,212048,213186,214660,215747,216666,218086,219670,221449,222708,225027,227499,230347,232591,234109,235731,237315,239294,240375,241260,242745,244754,246251,247030,247899,249447,251329,252441,254221,255404,258031,260700,263540,265989,268437,271020,272955,274462,276379,279584,282116,285403,287543,290010,291636,293244,295183,297047,300226,304009,308230,310693,311860,312558,313650,314845,316511,318268,320111,321626,322623,323277,323355,324366,326638,329033,331450,333632,335858,338153
94425,10535,84060,Zip,UT,UT,Park City,Summit Park,Summit County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477241,475909,474192,471946,470476,468469,466405,463927,462148,461678,461428,462270,461446,461790,462823,463759,463144,463705,465681,468261,470919,470580,471227,470822,474836,478547,483029,487192,493736,502342,509225,517720,525379,538284,550745,564380,575985,585619,595682,605968,617021,624380,634883,645282,657915,666154,673801,680676,686949,694966,702072,709982,715447,720484,723365,724702,725887,726292,726837,726168,725437,724077,721388,715730,710532,707746,704310,702460,697863,696947,694333,692796,691486,687507,684768,680214,673630,664155,655864,649529,641651,634634,629953,629108,622208,613129,602862,598656,599968,604323,608586,607435,608422,608554,608867,603204,602840,607152,613876,615198,613143,607122,603703,604484,609202,609072,602913,596810,597047,600404,603359,606987,611925,618735,619999,622728,621503,622884,628865,640332,648403,652492,658105,665137,671964,679257,693681,701027,711707,723425,740026,752996,758415,763307,763922,769909,772402,776904,775541,783701,788306,795084,797443,801038,809548,818981,830797,838130,846948,853410,861615,864394,867679,868041,869630,873101,876093,881158,886230,892130,899184,906990,914043,918395,922891,929638,936974,942481,949532,953948,956190,958799,960352,968302,975189,988789,998092,1005009,1009135,1007608,1006146,1004671,1008104,1007535,1011560,1007286,1009087,1006572,1012123,1013652,1021288,1034508,1047772,1058035,1062651,1066613,1064964,1065835,1066049,1064712,1060396,1060620,1057760,1054444,1051532,1052311,1056086,1062751,1072234,1083297,1093175
94415,10626,84050,Zip,UT,UT,Morgan,Ogden-Clearfield,Morgan County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321703,320516,319442,317597,315906,314538,313111,311731,310133,308342,306562,304512,301584,298813,296021,293662,290776,287696,284678,281607,279068,277036,275359,273961,273956,274498,275426,275152,274926,274340,273760,273183,272254,271137,269717,268526,267069,265084,263051,261807,261613,261537,261633,262009,262598,263121,263492,263995,264299,264589,264844,265450,265897,266606,267531,268495,269805,271175,272995,274872,276911,279169,281446,283514,285408,287492,289396,291089,292410,293919,295387,296587,297872,299129,300738,302138,303452,304636,305840,307263,308584,310043,311331,312785,314114,315530,316766,318118,319644,321078,322717,324334,326351,328359,330665,333032,334299,335292,336193,338170,340248,342507,344674,347060,349357,351451,353601,355744,359703,363910,368481,371749,374697,377496,380320,383031,385984,389363,392349,395755,398923,402709,405799,408926,412173,415683,418917,422160,425089,427512,429870,432135,434800,437125,439351,441526,443813,445946,448156,450126,452197,454343,456581,458517,459712,460642,461781,463057,464078,464915
94673,10656,84738,Zip,UT,UT,Ivins,St. George,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219109,221031,221566,222297,222109,224013,226659,230116,233223,237642,242248,246720,250611,254056,258687,265219,272263,277650,282283,287532,290976,293034,293836,296402,299498,300450,300149,299675,302171,301955,300464,295157,294561,292862,293101,291087,290009,289885,290369,289429,286054,281807,279214,277849,275165,271629,267044,261650,255356,248733,243124,237999,233993,232171,229671,226537,222189,219309,217868,218665,219402,219340,218093,217145,216224,214802,213696,213892,214157,214183,213152,212315,212372,214304,216225,217734,217845,217596,216937,216654,217138,218000,218611,218126,216817,214850,214781,215743,218192,220621,223287,224799,225826,226445,227882,229489,232093,234650,235908,236628,237479,239565,241789,244607,247331,250211,252609,255032,256415,257019,257942,259272,260625,260981,261019,261121,261877,262030,261817,261472,262215,263574,264631,265228,265615,266317,267341,267692,267214,266963,267906,269173,269910,271512,273510,275575,276783,277605,278702,280338,282642,285327,287266,289289,291151,291927,292459,293423,295522,298186,300492,302762,304847,307125,309544,312473,315485,318652,321672,324233,326584,328466,330253,332502,334784,336876,339348,341361,343201,344262,345111,346058,347260,348188,349098,349115,349382,349849,350149,350601,351320,352889,354837,356933,358809,361151,363794
94403,10991,84036,Zip,UT,UT,Kamas,Summit Park,Summit County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280987,281595,282420,283915,285384,285638,285581,284578,283680,283532,283679,283992,283278,283669,285385,288213,290836,293888,295631,296566,296878,298044,299101,299745,301072,300856,297251,290935,285687,283800,284345,287762,291557,292260,292877,293709,295635,296662,299402,303272,306619,307413,309915,314497,320520,326426,330548,334413,338873,345648,351539,357264,361202,364988,367434,367139,366054,365483,365937,366444,365562,364219,363077,361688,361221,360887,359976,358325,356099,354609,353564,352586,350457,348027,345426,343014,339450,336433,332549,329528,325890,323359,320199,317304,314908,310869,307594,304555,303676,301821,300469,298583,297538,295359,294108,292350,291290,291146,290618,290165,289536,289585,289991,290632,291818,292124,291448,290906,290883,292526,293859,295252,295655,296562,297262,298440,298404,299737,301726,304195,306161,307613,309849,311940,313938,315240,317262,318869,321865,324550,327570,330440,332805,334074,334925,335806,337139,337898,338681,340139,341609,342769,344209,345576,347760,349548,351314,353335,355976,360539,362584,363705,361871,361313,359878,359573,359003,360849,363481,366425,367657,367951,370188,372669,377958,383627,389373,392824,395050,396288,396904,398619,402017,407334,411735,416900,421593,423931,425719,428119,433756,438005,442380,443439,447591,448693,452065,453193,454770,456516,461478,468536,474172,478678,481943,484513,485388,486626,488990,490596,492420,495036,495441,494492,493374,494212,496147,500104,503431,507658,510013
94645,11313,84701,Zip,UT,UT,Richfield,,Sevier County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150640,150216,149421,147839,146894,146748,147247,147897,148807,150311,151742,153208,154481,155928,157954,160528,162605,164225,165602,167092,168336,169252,170132,171170,172197,173073,173678,174524,175145,175196,174537,173613,172735,171331,170543,169715,169554,168804,168528,167980,167300,166087,164675,163446,162333,161050,159705,158310,156814,155436,153786,152782,151983,151706,151205,150269,149475,148969,148683,148360,148043,147803,147338,145470,143686,141962,141340,141575,141329,141130,140206,139845,139454,139115,139064,139669,139844,139758,139428,139085,138980,138844,139324,139592,139958,140392,140898,141654,142706,143941,144967,145722,146599,147563,148434,149345,150215,151161,151960,152665,153320,153954,154590,155249,155946,156687,157318,157908,158541,159216,159890,160431,161048,161740,162460,163004,163457,163877,164589,165250,166072,166550,167244,167819,168654,169440,170251,171130,171735,172391,172962,173746,174299,175047,175700,176657,177296,177854,178420,179143,180251,181511,182747,184050,185223,186470,187487,188754,190392,192032,193604,194853,196274,196951,197663,197885,198647,199267,200126,201341,203520,205714,207342,208101,208623,209251,209698,210608,211350,212000,212403,212330,211330,210292,209688,209827,209888,210086,210278,210207,209907
94409,11361,84042,Zip,UT,UT,Lindon,Provo-Orem,Utah County,,,,,255073,253528,252040,249356,247622,246631,245889,245368,244919,245017,245193,245553,246055,246719,247807,249478,250406,251771,252826,253879,254626,255030,255905,256339,256715,257310,257987,257770,257787,256383,255369,254327,254115,254694,254782,255745,255824,256276,257119,259227,260487,261040,262248,263806,265868,265574,265673,265405,267908,270169,271216,269900,269006,269353,269556,270149,270142,271698,272855,274614,274822,275021,275029,277222,279785,282744,283880,283714,283004,282357,282811,282801,283416,283151,283298,282079,280686,278614,278690,278937,280668,281455,281189,279094,276600,275268,276180,277448,278565,278741,277780,278061,277258,277711,277649,280367,283106,286124,286170,285783,284875,286103,287962,289058,289993,290708,292706,293379,294022,293915,294626,295529,297376,298895,301500,304062,307244,309552,311579,314326,317839,322580,329560,337993,345771,351632,354466,358852,364030,372142,381064,389667,397098,404205,409232,413383,414602,416831,420224,423737,425155,423001,419143,414438,410686,405751,400572,394317,392912,391548,390455,384619,380101,375334,370754,365724,360281,355451,350734,346425,340734,335459,331529,329646,325923,323003,320980,320393,318582,316306,314228,312650,311260,308523,304854,301206,300176,299254,297681,295709,295408,296602,298318,300064,299933,301382,302525,305202,305075,305269,306012,307516,308587,307163,305695,304940,307498,310139,313193,316143,320826,325276,329044,332168,335145,340325,345850,350392,353577,355606,357758,358081,359171,360730,362836,364305,365724,366988,365762,364906,362844,362887,362929,364562,365419,365434,366191,367984,370228,371637,374672,378363,383950,388408,391913,394475,396781,400401,401975,403522,405089,407402,409568,409879,410567,411483,413685,415162,417263,418135,421615,424957,428528,431400,434533,439165,441572,443128,444296,447837,450907,455280,457704,460265,462361,464582,468302,470665,474568,478639,483757,487769,490305,492121,494289,496136,497483,500104,502204,505124,506959,509135,510403,511455,513708,515988,518392,520933,523976,526001
94634,11459,84653,Zip,UT,UT,Salem,Provo-Orem,Utah County,,,,,198798,199214,199732,201127,202012,203406,203903,205051,206322,208591,210455,211343,212170,213508,214932,215308,216228,216816,218851,219924,221494,221501,221941,222730,223700,224198,223968,223995,224258,224112,223800,223067,220821,218790,217142,217679,217345,216855,217567,219438,220902,221256,220937,221581,223123,224563,225604,225354,226940,228204,229429,229239,229904,231453,233536,234976,236176,237478,238369,239183,239305,240407,240481,240809,240065,239642,239362,238241,237504,236065,235865,235430,235851,235392,235472,234470,234863,234535,234325,235449,237111,239361,240865,242035,242271,241490,240512,240926,240681,241367,241467,241315,240669,240742,239960,239969,239289,240572,241909,243663,245441,246716,248313,249595,250579,251108,253009,254197,255939,256918,258164,258854,259742,260978,262362,263887,266016,267366,268873,271609,275614,280405,285873,292665,298438,303112,306402,310515,314731,321080,327582,333747,338495,342194,345722,347126,350694,355242,361533,365169,367078,366611,364156,360667,356798,353114,348084,343517,336398,329345,322205,317006,312776,308145,304028,299741,296188,293740,291656,289198,286748,284593,283075,281458,278978,277415,276282,275844,274558,272362,270412,268450,267735,265481,262353,258639,257375,256056,254784,252798,251491,250576,250459,250872,250151,249748,250040,251609,251550,251452,251881,253290,255284,255607,255368,255645,257322,261030,264235,267748,271107,274651,277749,280636,282834,286698,291318,295498,300218,302589,304538,304188,304739,306049,306925,307631,308204,309659,308437,307528,305208,305472,306352,308672,310687,311742,313994,316611,319374,320177,322640,325642,329612,332222,333872,335696,337496,339859,340495,340761,341830,344351,347092,348288,349163,350119,352248,353455,355205,355978,358906,361941,364846,367147,369453,372062,374134,376176,378528,382050,384616,388870,391736,395143,397611,399531,401748,403301,406154,409257,413276,415889,417577,417943,419030,419874,421537,423679,425667,427921,429659,431295,431839,433110,435521,438316,440882,443371,445736,448123
94642,11756,84664,Zip,UT,UT,Mapleton,Provo-Orem,Utah County,,,,,252482,249993,248879,246285,245250,244652,244606,244580,244821,245688,247042,247222,247171,248689,250129,252355,252201,252439,251990,252094,252587,252696,252689,254406,256165,257252,257324,256297,256454,256342,256769,256831,256461,256561,256379,256602,256833,257560,260214,263921,267998,270188,272371,274671,276428,276628,276857,276916,279460,281934,282933,281895,278714,277184,276243,276510,277949,280067,282957,285181,284302,282666,281388,282117,282746,284404,284733,285136,284300,284458,284768,284998,286998,289223,291072,292037,295215,295449,296108,294485,294905,294582,292147,290066,287051,285442,284100,282476,281173,280874,281382,281192,279483,277438,277328,278613,281537,282610,282323,280839,278062,277113,276138,278701,281688,285239,287321,287242,286058,286629,289136,293158,298237,301758,305163,306576,308798,310501,314804,319626,325451,329352,334309,340293,346039,351911,355982,360606,364658,371478,375679,381929,386694,393343,397552,400631,403778,406189,410775,413885,415863,414777,413023,410290,406476,402817,399090,393996,386881,379673,373046,366754,361500,355112,350163,343375,337809,333345,329454,327122,324214,322710,320439,318816,315737,314907,313752,314603,314500,312976,311915,310420,310697,308385,305520,302156,300246,297108,294182,291251,290494,289625,289539,289053,287835,288096,289411,291892,293912,296218,298653,300562,301703,302615,302440,302556,303515,306297,309173,312211,315251,318679,322087,325383,328618,332706,336660,340710,344278,346264,347056,346479,347096,348076,349108,349830,350139,350270,349884,350177,351231,352853,355336,357991,359739,360983,362631,364759,366800,368528,371336,374663,377183,379108,379783,381770,383593,385636,386301,387718,389708,391639,393222,394534,397352,400324,403220,404325,406208,407583,411000,413447,416615,420307,424380,425214,423636,421799,423691,427596,431119,435750,438053,441019,443029,444631,447209,451093,457738,464090,469273,472676,474485,475675,475689,475985,476703,480003,482287,484356,485307,486859,487681,489390,492543,495880,501143,506260,511604,515316
94532,11826,84315,Zip,UT,UT,Hooper,Ogden-Clearfield,Weber County,,180552,181545,182659,184482,185818,187181,188484,189995,190917,191856,192678,193933,194690,194946,194371,195018,196205,196949,197333,197795,199448,200675,202101,202800,203594,204431,205780,205706,205536,205835,206325,205998,204450,203365,201872,200142,199512,199930,200745,200995,201252,201184,201734,202079,203425,204717,206360,208657,210424,211857,212796,214224,215478,216829,218070,219699,220956,222786,224423,225494,224438,223337,222283,222314,221733,220733,218979,217700,217093,216002,215627,215179,216817,218145,219057,218176,217317,217759,219737,221097,221435,220977,220005,219473,218291,217018,216548,218560,221364,222166,220930,219523,219366,219802,220653,221088,222086,222601,223199,221920,220867,220546,221491,223500,224639,225533,225319,225343,225082,225299,224974,225485,226226,227685,228448,227648,226722,226866,228127,229417,230949,232340,233926,234923,236676,238499,241163,244246,247936,250969,253486,256746,259808,264831,269528,274689,276791,278158,280077,283100,285933,288535,291061,293218,293376,292328,290949,289432,288911,288351,286381,283645,279875,276374,273330,269955,268432,265680,262894,260123,258002,255035,252085,249376,249443,249333,248438,246351,244958,243979,244349,243884,243082,243581,244156,244018,241710,240025,239691,240809,240516,240347,239049,238453,237807,236867,236859,238025,239419,239471,238338,236829,235972,235754,235709,236140,236955,238638,239919,240121,240154,241557,244243,247059,250172,252615,255095,256978,258912,260038,260386,261965,263459,264641,264006,263977,263755,263743,264581,265786,266849,266927,267625,267638,269026,270471,273254,274404,275559,276596,277846,278387,279410,281591,284290,286986,288597,289737,290464,292688,294744,297395,298942,302193,305244,308482,311202,314160,317407,320617,323686,325978,329183,332573,336294,338934,341273,343407,344725,345510,346291,348081,351999,356362,359881,361102,363468,365999,369424,371784,375054,378738,382120,385277,385693,386890,387615,391031,392656,393919,393892,394969,396249,397565,399152,400519,403099,405103,407883,409908,412903,416525,421040
94676,11890,84741,Zip,UT,UT,Kanab,,Kane County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212436,210954,209887,208320,207234,206292,205137,204013,203104,202223,201458,200366,198873,197703,196621,194993,192577,190094,188134,186341,184494,183391,182672,182135,181346,180944,180763,180418,180258,180046,179469,178545,177375,175084,172373,170151,169234,168196,166902,166034,165587,164998,164575,164528,164734,165182,165200,165298,165430,165751,166263,166572,166706,167085,167589,168174,168615,169423,170967,172346,173334,174136,175175,176090,177148,178009,178987,179517,180453,180852,181427,181915,182513,183107,183259,183827,184405,185315,186028,186798,187087,187900,188221,189003,189582,190273,191168,191964,192899,193514,193985,194614,195404,196541,197845,198842,199569,200267,201099,201626,202037,202301,202912,203749,204862,205749,206463,207329,208561,210287,212005,213960,215515,217104,218648,220377,222210,223669,225016,226154,227183,228056,229032,230843,232884,235489,237959,240077,241650,242977,244466,246352,249199,251745,253514,254050,255139,256287,257268,258147,259168,260539,261758,262612,262539,262527,262936,263692,263846,263489
94376,12122,84004,Zip,UT,UT,Alpine,Provo-Orem,Utah County,,,,,328122,328278,328678,328932,331594,333343,335794,335364,335905,335867,336085,335613,334118,333645,333073,335365,334830,335519,333733,335307,336048,338482,340271,342814,346516,348821,351607,350768,349434,348061,349323,351535,352943,353486,354006,354893,354415,355395,356307,359541,361371,362898,364548,366391,368627,368763,370070,370534,375488,379244,382057,381592,383110,385987,387373,388277,388173,390868,393341,397306,399230,400327,401888,404907,407444,410119,412497,414079,415409,415450,415527,414083,413076,412324,412801,412226,411858,408383,406653,405745,408218,410235,410280,407697,404658,404141,403261,403308,403462,407793,412014,415038,414578,413919,415564,422161,428282,432558,435697,438984,441417,442038,442410,444389,447443,451882,455480,457124,459064,461298,463216,464307,465552,468061,472657,478514,485490,490666,494507,497364,502447,510979,522503,534110,546075,554986,561094,564798,568962,577509,588447,603071,615179,624670,632298,643373,653498,664141,670885,677313,680027,678531,676103,671203,667071,661168,653630,641407,628366,617440,609791,603083,597275,592291,586631,579487,570554,561340,553161,547000,542310,536625,533902,530239,524651,517453,512203,508469,503944,497807,492606,488157,484732,480214,472717,465031,460380,457420,453088,448075,445155,446799,449338,450838,448994,448063,448490,451095,452517,453491,454453,457480,461311,461219,459551,458842,464206,471327,478930,484983,491856,498730,506166,511845,516636,523243,529472,535097,536901,538136,538144,538813,539292,541100,542306,544982,546770,549667,551886,554803,557291,559313,561731,564300,566345,566582,568165,569735,571579,571284,573993,578956,584924,589374,592793,596642,602259,609372,614703,617042,620130,625164,628482,629422,629588,631875,634342,635925,638030,639393,643923,649607,655868,660074,664899,667260,669730,670809,675632,682851,687488,691464,690788,692287,695005,699419,704295,709047,715552,722794,729732,733293,733899,735383,738554,743075,745980,749495,752791,756454,758974,761265,761832,763911,769378,774520,780066,783220,786831,789476
