RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
94475,4173,84115,Zip,UT,UT,South Salt Lake,Salt Lake City,Salt Lake County,126387,126579,126755,127159,127695,128104,128255,128129,128192,128487,128930,129242,129324,129305,129396,129694,130164,130809,131866,133091,134033,134479,134425,134391,134942,135805,136603,136772,136538,136358,136144,136132,136061,136155,136633,137331,137565,137563,137454,137729,137259,136691,135904,135690,135689,136005,136454,136895,137302,137582,137900,138118,139836,140975,142420,142643,143076,143225,143093,142946,142833,143032,143017,143272,142907,143361,143574,144348,144871,145363,145707,145964,146284,146195,146484,146522,146646,146371,146264,146051,145787,145495,145693,145981,146253,146692,146938,147258,147124,146954,146864,147131,147381,147630,147531,147393,147248,147321,147383,147517,148117,148909,149069,148785,148638,148791,149020,149234,149595,149917,150266,150498,150262,149803,149830,150439,151243,151931,153153,154256,155329,156283,157482,159223,161090,163483,166035,168592,171146,174258,176439,179183,181769,184920,188173,191125,194529,197676,200537,202943,204221,204335,204954,205298,206130,205883,205139,203134,201342,199376,198163,196788,196193,195500,194308,192805,190971,189081,186761,185281,183437,182501,181099,180430,179261,178700,178341,178240,178065,178284,178928,179742,180191,179253,177653,174981,173603,172022,170670,168772,166815,165139,163341,161290,159619,158405,158242,158163,157331,156340,155901,156130,156556,157007,157761,158871,160220,161625,162641,164023,165837,168314,170517,172815,174745,176573,178132,180524,182290,184496,186454,189056,191146,192912,193789,194523,195670,196866,198302,197733,197671,197516,197827,197547,197361,197329,198228,198492,199288,200073,201593,203857,205703,207069,207828,209380,211154,213298,214762,216474,217748,218775,219140,220028,221865,224265,227542,229706,232151,233612,235969,238620,240990,243422,245774,248402,250545,252545,253806,255912,257729,260355,262573,264992,266550,268678,271684,275450,279340,282482,286241,288596,290816,293141,296005,299117,302209,305589,307428,308413,308011,308984,309881,312220,314472,316522,318307,319846,322138,324053,326949,330247,334908,339144
94404,4228,84037,Zip,UT,UT,Kaysville,Ogden-Clearfield,Davis County,207828,208274,208661,209324,210360,211707,213220,214479,215541,216696,217920,218995,220038,220614,221336,222286,223129,223357,223196,223189,223361,223450,223101,223097,222996,223817,224390,224755,224308,224059,223988,223956,224095,224073,224603,224558,224471,224061,223970,224343,224525,224530,224334,224611,224601,224577,224391,224837,225578,226170,226871,227381,228401,229311,230192,230785,231575,232595,233647,234376,235073,235402,234966,234269,233615,233457,233367,233485,233909,234201,234459,234615,234644,234848,234897,235110,235194,235601,235736,235785,235178,235127,234945,234997,234839,234759,235393,236046,236627,236520,236788,236898,237713,237788,238115,238065,238265,238622,239101,239444,240260,240868,241600,241762,241302,241150,241073,241643,242231,242735,242987,243574,243308,243201,242684,243629,244184,245167,245845,247501,248854,250834,253096,255627,258726,262103,266004,269734,275938,280981,286268,288527,292443,295483,298781,301931,305664,309690,312995,315166,314860,315060,315121,317463,317871,317861,316476,314206,310886,307653,305373,303321,301431,299367,297467,294577,292033,290436,289391,288462,288078,287223,286533,285870,285137,284957,284704,285455,284807,283614,282150,281986,280702,279261,276078,273261,271524,269898,268193,264888,263948,263143,263207,261573,260609,259690,260161,260690,260724,260228,259446,260290,261203,262299,262482,262873,263941,265680,267250,268673,269923,271841,274665,277363,278496,279486,280969,283825,286713,289610,292580,295403,298191,300416,302324,303275,304799,306232,308257,309220,309533,309416,308926,308375,307383,307090,306953,307941,309270,311097,311838,312721,313473,314598,316305,318495,321671,323892,326099,327764,329671,331398,334087,336699,339110,340860,342784,345384,347816,351091,353174,355368,356334,357648,358761,361222,364592,368655,372161,374405,375897,377246,379960,382804,386350,388849,391266,393677,397062,400406,402974,405764,409240,413375,416217,419100,421408,424712,426991,428106,428713,430052,432406,434657,436547,437860,439762,441556,443698,445550,448281,451653,454738,457176
94598,4257,84601,Zip,UT,UT,Provo,Provo-Orem,Utah County,,,,,129004,129399,129775,130532,131163,131635,132059,132448,132862,133170,133544,133979,134665,135321,135792,135998,136257,136826,137383,137983,138495,139214,139770,140108,140020,139876,140020,140358,140795,140968,141205,141380,141524,141602,141747,142092,142066,141904,141609,141815,142172,142691,143241,143774,144432,144790,145099,145312,146818,148480,150079,150804,151543,152344,153032,153780,154415,155318,156204,157109,157167,156970,156563,156534,156382,156339,156229,156113,155879,155746,155606,155210,154898,154794,155129,155081,154970,154682,154709,154553,154402,153949,153730,153833,154029,154116,153951,154127,154429,154666,154917,155443,155986,156624,156756,156978,157141,157392,157397,157314,157096,157096,156679,156114,155955,156067,156526,156443,156147,155684,155363,155002,155303,156006,157563,159105,160504,161462,162267,163262,164906,167106,170394,174096,177190,179140,179981,181299,182587,185015,187845,191484,194674,197874,200138,202184,203801,206016,208452,210262,211415,211406,211036,210108,209054,207242,204840,202111,199772,197683,195633,193488,191711,189991,188375,186395,184698,183373,182950,182812,182353,181406,180892,180631,179958,179118,178238,177849,176709,175422,173409,171352,169566,167618,165634,163043,161467,159785,158358,156541,155354,154370,153788,153090,152337,152191,152114,152849,152620,152953,152935,153274,153361,153130,153256,153925,155254,156606,157836,159219,161236,163059,165136,167142,169646,172502,174970,177097,178637,179924,180963,181335,181730,182331,182793,183345,183659,184211,183975,183556,183234,183626,184584,185897,187100,187969,189357,190919,192360,193250,195077,197578,200141,202023,203285,204777,206153,208087,209181,210149,211403,213385,215157,216358,217675,219259,221006,222146,223887,225081,227539,229885,232545,234497,236517,238681,240580,242461,244666,247853,250253,253456,255401,257664,259335,261325,263825,265948,268605,271166,274229,276497,277863,278182,278672,279498,280905,282781,284479,286122,287305,288574,289260,290169,292053,294422,297041,299242,301197,302750
94477,4408,84117,Zip,UT,UT,Holladay,Salt Lake City,Salt Lake County,220694,221061,221692,222822,224381,225690,226812,227807,228566,229049,229268,229721,229750,229800,229485,229523,229268,229002,229072,228715,228525,228435,228585,228676,229735,231183,232733,233662,233959,234532,234519,235141,236077,237644,239171,239929,239507,238928,238692,238561,237758,237082,236925,237464,237346,236354,235438,234901,235118,235265,235109,234994,236968,238646,240387,239997,240006,240115,240593,241208,241588,241884,242414,243237,243101,242573,241756,241836,241953,242458,242499,242634,242713,242406,242375,242199,242245,242263,242108,242136,242331,242465,242947,243134,243314,243852,244080,244328,244247,244665,245421,246245,246705,247033,247249,247840,248556,249440,250383,250908,251323,251611,251939,252429,252897,253288,253439,253332,253829,254520,255498,257089,258642,260129,260940,261766,263138,265186,267998,270871,273000,275333,277705,280841,284482,288519,293928,299196,304865,310751,315819,320300,324562,329050,334171,338304,342297,346495,349671,353153,354265,353964,353875,355498,357895,358505,356738,353289,349671,345340,341849,337986,335709,332996,329918,325515,320728,316185,312241,310101,307411,305766,303037,300785,297541,295545,294280,293615,293186,293077,292772,291716,291112,289676,288394,286064,285431,284616,283252,280725,277335,274038,272088,270378,268570,266590,265390,265253,263552,261633,260268,260175,261061,262539,263421,264682,266909,269071,270972,271940,274735,277891,280911,283926,286735,289504,291993,295839,298651,302466,305850,310365,313660,316210,318025,319662,321239,322353,323865,323113,322881,322110,322026,321422,320678,320907,322385,323218,324550,326250,328791,331749,333930,335825,337267,339836,342952,346148,347822,349630,351291,352765,353420,354522,357228,360494,364129,365862,367904,369367,372746,377220,381366,384923,387977,390820,392777,394769,396523,399945,402903,407431,411035,413914,414213,415743,418861,424046,428636,432420,436826,440155,443620,446621,449778,452908,456512,460156,462154,462693,462639,463716,464689,466431,467758,468792,469859,471136,473557,475501,478104,480878,484688,488152
677175,4522,84009,Zip,UT,UT,South Jordan,Salt Lake City,Salt Lake County,208978,209456,210516,212104,213624,213447,213043,212471,212778,213195,213760,214546,214498,214317,212376,211382,210624,212449,213849,214879,214974,214697,214417,213639,214375,215163,217611,218240,218602,218147,218413,219334,219495,219931,219545,219235,218487,218211,217792,217766,216980,216207,215925,216138,216861,217389,218642,220135,220948,222080,222590,223079,224556,226204,228112,228407,228759,229205,229422,229889,230381,230501,230772,231650,232541,233370,233338,234254,235311,236494,237302,237410,237652,237622,237926,238668,239062,239432,239362,239127,238121,236167,235131,234713,234848,234482,233772,232347,232370,232911,234270,233744,233160,233925,235437,236634,236960,237799,239240,240698,239332,236849,233902,234283,235815,236744,235488,233876,232907,232942,232980,232915,233954,235294,236812,237397,237892,238080,239550,241719,244814,247329,249743,252820,257312,262569,268794,274343,279229,285724,292477,299502,305037,311023,317931,324663,329806,334931,339091,344369,348796,351538,352264,352938,354115,354447,352156,348014,344084,339735,335893,331879,329057,325823,322994,319197,313739,307798,302437,299826,297073,294854,292437,289408,285967,282790,281034,279506,279739,280061,280549,279660,278814,277350,275038,272123,270004,268763,267033,264404,260944,258034,255804,253445,251163,249113,248051,248525,248302,247674,246590,246916,247721,249000,249931,251604,253878,256200,258616,259740,261621,263345,266294,269842,273660,277150,280033,283649,286511,289885,292547,295809,298926,302161,304438,305397,305132,304751,305487,305398,305758,305622,305745,305950,305626,306069,306736,307182,309564,312159,315316,317428,319218,320863,322597,325234,328006,330249,331572,333188,334180,334808,334646,335466,337165,339144,341088,341466,342669,343813,346735,349917,352576,354769,356629,359209,361328,363978,365955,368932,370794,372853,374099,375525,376463,378930,382374,385329,387412,388411,390953,392614,394481,396327,398819,401631,404419,406729,407845,408420,408486,409633,410527,412367,414013,415672,416980,418004,419570,420954,422992,425638,429351,432798
94442,4534,84078,Zip,UT,UT,Vernal,Vernal,Uintah County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130940,131881,133585,136106,138826,140760,142675,144571,146644,149072,151423,154018,156740,159617,161556,164146,166667,170368,173881,177453,180744,183319,186000,188005,189917,191909,193679,194870,195354,195897,196539,196974,197074,197121,196813,196481,195597,194718,193976,193211,192593,191862,191399,190607,189817,188832,187772,186898,186040,184844,183046,181135,179407,177650,176015,174764,173849,173148,172523,172069,171846,171728,171774,171737,171464,171037,170250,169503,168708,168106,167701,166907,165941,165174,164901,164754,164527,164525,164758,164872,164841,164877,164989,165252,165666,165904,166109,166368,167081,167874,168813,169927,171161,172447,173716,175149,176689,178219,179652,181069,182367,183635,184704,185721,186737,187654,188483,189261,190054,190970,191874,192774,193632,194385,195190,196001,196899,197812,198754,199674,200443,201370,202418,203629,204726,205887,207029,208187,209327,210477,211652,212784,214025,215081,216031,216990,218185,219488,220892,222334,223744,224936,226226,227749,229438,231083,232581,233812,234922,235953,237188,238496,239874,241385,242639,243482,244023,244759,245851,247224,248314,249398,250063,250924,251703,252513,253221,253629,253777,253739,254100,254585,255219,255451,255786,255840,255826,255649,255531,255671,255993,256249,255933,255310
94641,4658,84663,Zip,UT,UT,Springville,Provo-Orem,Utah County,,,,,153540,153403,153914,154685,155923,156918,157850,158657,159482,160054,160622,160987,161957,163530,164386,164777,164007,163962,163876,164287,164447,164957,165393,166041,165730,165066,164880,165152,166272,166660,167136,166770,166707,166581,166607,166701,166494,166557,166583,167191,167501,167925,168427,169503,170549,171594,172346,173022,174878,176635,178092,178308,178790,179772,180764,181590,182133,182531,183738,185126,185832,185892,186140,187173,188068,188727,188950,189170,189326,189674,189309,188499,187929,188028,188516,188446,187989,186913,186189,185376,184924,184521,184124,183935,183294,182627,181544,180742,180266,180334,181045,181841,182126,181822,181758,182322,183208,183889,184021,184247,184423,185199,184976,184997,185363,186654,187566,187285,186763,186100,186457,186407,186804,186866,188122,189519,191075,191990,193193,195402,198223,201939,205351,210068,214318,217936,219500,221135,222987,226009,228846,231528,233899,236228,238922,240521,242367,244381,247775,249418,250055,249223,248643,247697,246302,244659,242234,239571,235531,231515,227137,224091,221781,219671,217489,214724,212255,209234,206844,204900,203875,202860,202166,201415,199773,198173,196825,196426,195649,194886,193655,192448,191454,190040,188410,186190,185118,183868,182209,180330,178768,177891,177119,176191,174736,173884,173666,174449,174572,175036,175599,176033,176450,175981,176412,177414,179546,181798,183530,184931,186572,188358,190640,193188,196089,199656,202510,204499,205871,206841,207932,208740,209668,210552,210930,211462,211980,212587,211853,211383,210902,211711,212688,213822,214707,215428,216753,218140,219157,219754,221819,224724,227671,229427,230441,231813,233503,235786,237073,238083,239473,241727,243744,244762,245984,247501,249742,251197,253104,254191,256773,259310,262150,264137,266392,268737,270403,271825,273570,276650,278888,281981,283852,286119,287834,289473,291308,292854,295351,298002,301055,303382,304856,305593,306501,307690,308965,310555,312057,313774,315060,316353,317028,317756,319501,321560,323830,325703,327724,329726
94447,4665,84084,Zip,UT,UT,West Jordan,Salt Lake City,Salt Lake County,144486,144724,145080,145589,146233,146546,146883,146967,147096,147174,147373,147678,147768,147781,147522,147612,147623,148029,148415,148994,149543,150017,150234,150262,150707,151252,152014,152370,152639,152973,153232,153459,153471,153602,153822,154099,154191,154402,154515,154624,154153,153633,153032,153190,153641,154369,155104,155773,156319,156723,157295,158070,160233,161977,164155,164943,165879,166270,166637,167048,167472,167910,168172,168365,168069,167929,167586,167856,168048,168656,168967,169272,169452,169503,169835,170297,170504,170700,170662,170536,170126,169338,169185,168763,168557,168358,168113,167875,167621,167755,167905,168080,168296,168593,168800,169063,169483,169796,169903,169644,169282,168589,168108,167902,167821,167794,167339,167336,167325,167778,168116,168762,169072,169239,168957,168974,169332,170458,172079,173621,174626,175535,177204,179584,182982,186528,191102,195286,199581,203072,206005,208776,212770,217441,222127,225382,228071,231273,234252,237195,238624,239585,240843,242154,242963,242322,240693,238884,237273,235308,232776,230206,228710,227695,226564,225115,222294,219276,215990,214194,211854,210174,208644,207534,205797,204021,202502,201372,201061,200967,201043,200502,200131,198730,197097,194567,193233,191971,190645,188286,185869,183747,182357,180495,178809,177262,176018,175509,174265,173036,171830,171704,172223,173205,173478,174375,175713,177485,178995,179996,181692,183763,186248,189061,191206,193235,195447,198644,200971,203525,206321,209649,212383,214328,215595,216193,216838,217350,218357,217709,217798,217410,217306,217154,217012,217826,219004,220041,221225,222382,223961,226253,228208,230202,232019,234373,236828,238907,240410,241860,243952,246003,247448,248450,249878,251609,253534,254457,255942,257216,259845,262793,265168,267043,268870,270970,273163,275617,277753,280543,282454,284868,286400,288216,289340,291685,294546,298463,301628,303898,306219,307875,309854,312121,315072,318118,320852,323051,324417,325443,325767,326979,328052,330179,332164,333753,335038,336104,338008,339901,342319,344510,347743,350800
94603,4838,84606,Zip,UT,UT,Provo,Provo-Orem,Utah County,,,,,134077,135005,135939,137703,139087,140059,140804,141389,141804,141820,141900,142216,142649,142826,142419,142016,141892,142194,142458,142823,143348,144291,144945,144946,144663,144484,145010,145124,145239,145263,145681,145985,146080,146218,146413,146821,146807,146761,146366,146721,147331,148006,148438,148931,149511,149742,149923,150346,152061,153701,155091,155676,156505,157660,158540,159180,159853,160678,161749,162682,162840,162656,162445,162822,162713,162443,162164,162086,161968,161962,161909,161536,161252,161378,161905,161840,161803,161485,161488,161451,161419,161177,160777,160544,160474,160356,160276,160357,160605,161088,161830,162513,162942,163267,163478,163774,163860,164072,163633,163316,162854,162712,162168,161706,161724,162210,162882,163414,163782,163729,163967,163991,164665,165396,166782,168128,169204,169935,170624,171798,173489,175625,178348,181791,184782,186765,187580,188949,190869,193553,196241,198477,200216,202505,204778,206624,207813,209481,211722,212968,213108,212251,211309,210569,209892,208783,206821,204641,202297,200186,197818,195715,194353,193069,191813,189806,188007,185985,184893,183895,183474,182782,182626,182537,181457,180451,179481,179540,179176,178664,177361,175782,174420,172693,170994,168935,168175,167103,166242,164879,163775,162811,162065,161901,161150,161128,160885,161490,161245,161546,161673,162190,162719,162885,163443,164049,165442,166765,168033,169332,170857,172231,173611,174900,176304,178446,180145,181687,182848,183883,184765,184799,185266,185949,186653,187082,187510,187849,187741,187351,187068,187189,187865,188988,190048,190737,191641,192960,194310,195236,196785,198661,200842,202644,204103,205630,206996,208920,210336,211521,212837,214749,216649,218513,220209,222212,223984,225274,226819,227900,230187,232489,234895,236931,239188,241696,243716,245545,247676,250934,253510,256604,258427,260452,262236,264066,266130,267419,269433,271294,273968,275644,276905,277242,277908,278786,280145,281617,282971,284340,285460,286745,287277,288080,289481,291391,293417,295146,296559,297901
94710,4902,84780,Zip,UT,UT,Washington,St. George,Washington County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208392,210098,211517,214897,217535,222223,226284,231051,235153,240081,246105,251099,255789,261568,269191,276700,283219,286938,292422,297268,302115,304979,306435,309596,313250,313547,310845,307604,309435,309840,308985,306947,307062,307585,306917,305776,304473,304243,304417,303787,301403,298775,295644,291999,287498,283155,278598,273771,267701,261891,256422,251601,246732,242885,239934,237488,233920,230315,227535,226561,226507,225905,224713,223082,221358,218879,216613,214444,213398,212054,210813,208631,207031,207489,207643,207691,206433,206490,206502,206893,206962,207495,207762,208658,208943,208367,208916,210011,212578,213955,214968,215853,217752,220370,223183,225068,227802,229908,231787,233392,235037,237555,240281,243172,244901,245696,246638,248083,249134,250312,251461,252915,254284,255301,255954,256318,257311,258341,259028,259701,260240,260806,260906,261144,261538,262117,263321,263998,263882,263455,263963,264519,265138,266553,268775,270873,272285,273311,274124,275316,277178,279899,281925,283882,285553,286619,287226,287858,289168,291302,293721,296336,298740,300940,303026,305519,308247,311130,314088,317203,319984,321932,323133,324872,326783,328757,331065,332894,334373,335230,335982,336889,338243,339543,341147,341886,342915,343803,344658,345737,347091,349018,351117,353059,354735,356776,358999
94462,5047,84102,Zip,UT,UT,Salt Lake City,Salt Lake City,Salt Lake County,189112,188641,189275,189123,189343,188148,187311,186566,185655,185068,183928,183443,183322,183594,182596,181822,180769,181810,182297,182453,182685,182536,183343,183464,182942,182485,181985,182305,182477,182452,182554,182955,183723,184572,184775,184588,184617,184385,184796,184971,184738,184122,183708,183621,183221,182446,182355,182658,183309,183895,184171,184080,185283,186476,188025,188258,188894,189583,190158,190539,190559,190587,190555,190654,190639,190586,190192,190166,190174,190565,190670,190625,190757,190808,191310,191865,192033,192110,191758,191635,191506,191227,191355,191780,192336,192914,192955,193065,193090,193252,193969,194771,195589,196069,195995,195807,195708,196041,196536,196667,196743,196776,196599,196530,196315,196589,197149,197608,198017,198407,199314,200806,202040,203348,204404,205279,206356,207641,209699,212083,213894,215472,216782,218742,221287,223590,226657,230274,234474,238840,242182,245717,249735,254291,258745,261997,265284,269761,274125,278187,280022,280438,280472,280080,280583,280357,279657,277765,275589,272730,269932,267678,266826,266146,264949,263132,259774,256253,252940,251532,250071,249019,247886,245952,243481,241163,240704,241059,242545,243635,244214,243788,243015,241391,239134,236141,234831,233729,232123,229539,227011,225394,224610,223468,222694,221640,221179,221884,221307,221488,221346,222515,222518,222600,222168,223033,224590,227006,229498,230917,232404,233298,235007,236833,239269,241609,243932,247258,249494,252179,253893,256603,259599,262543,264501,265491,266926,268212,270067,269312,269257,268243,268146,268299,268308,269011,269651,269890,270470,271324,273320,275698,277612,279957,282443,285361,288156,290637,293054,295892,298222,299909,300168,301336,303449,305158,307118,307503,309299,310332,313328,316989,320653,323957,326951,330126,332983,336591,339574,343303,345812,349729,352115,354073,354088,356796,361357,367536,372172,375912,379451,382812,386196,390346,394572,398641,403024,406263,408330,408832,409953,411594,413700,416175,418699,419977,421517,423221,425779,427855,429974,432372,435192,437936
94568,5048,84414,Zip,UT,UT,North Ogden,Ogden-Clearfield,Weber County,,167566,167317,167284,167037,167000,166846,166967,167117,167511,168109,168851,169837,170257,170723,170600,170990,171181,171828,172246,172712,173055,173142,173218,172886,173477,174165,175629,176390,177408,177824,178223,178285,177997,177747,177452,177618,177628,177758,177758,178201,177800,177932,177651,178158,178995,180027,180742,180885,181126,181203,181466,181905,183150,183823,184696,185011,185221,185316,185978,187242,187897,188881,189210,189279,188933,188831,188936,189030,189577,190207,190706,190755,191154,191676,191901,191247,189783,189519,189880,190757,190683,190797,190282,190154,189316,187840,187068,188546,191551,192881,192528,191693,191636,191250,191328,191127,191993,192891,194249,194275,194412,194554,195433,195746,195846,196235,196935,197693,197879,198504,198610,198456,197341,197175,197342,198152,198979,199748,200207,199894,199919,199979,201073,202670,205092,207239,209813,212420,214572,216362,218451,222594,226277,229554,230977,232675,233684,234753,235352,236231,237448,239201,240381,240976,240920,241430,241657,241505,240610,239438,237677,235901,233945,231769,229678,226834,225653,223804,223055,221650,221203,220821,220495,220317,220939,221545,221522,220773,219370,217941,216705,215446,214374,213183,212255,210194,207587,205067,203815,203449,202928,202954,202319,201986,200665,199564,198829,199016,199111,199142,198827,198368,197580,196667,196077,196207,196885,197739,198602,198980,199483,199938,200982,202457,204755,207055,209058,210391,211734,213032,213743,215501,217081,218819,218782,218425,217692,216963,217103,217662,218611,218795,219304,219617,220928,222098,224112,225596,227185,228553,229969,230533,230921,232239,234384,235588,235705,235807,236588,238085,239237,240817,241667,243851,246248,248836,250558,252540,254848,257282,259535,261474,264464,267858,271496,274305,276516,278513,280155,281783,283342,285336,288567,292132,295089,296214,298362,300787,303903,306001,308445,311698,314870,318011,318890,320137,321081,323824,325055,325955,326368,328051,329965,331180,332518,333704,336151,338291,340885,343082,346043,349443,353192
94423,5159,84058,Zip,UT,UT,Orem,Provo-Orem,Utah County,,,,,160369,160410,160677,160959,161318,161479,161934,162455,163005,163410,163756,164310,165113,166027,166405,166585,166488,166856,166650,166602,166638,167126,167580,167545,167263,166940,167103,167558,168354,168869,169617,169873,169954,169698,169641,169860,169444,169256,169174,169952,170536,171033,171603,172357,172985,173424,174003,174885,177243,178862,180149,180027,180529,181356,182165,182938,183830,185025,185882,186648,186463,186851,187307,188666,189709,190701,191304,192027,192315,192354,192325,191954,191900,191380,190943,189739,188410,186963,186100,185058,184649,184364,184524,184702,184764,184958,185178,185852,186197,186314,186248,186696,187064,187534,187572,187606,187381,187701,187496,187100,187011,187591,188146,187805,187618,187447,187377,187266,187141,186704,186356,186227,186673,187373,188959,191105,193525,195327,197548,199668,202653,206118,211307,216921,222078,225884,227729,230171,231728,235270,238186,242344,245939,249463,251698,253623,255173,256971,259563,260502,261347,260008,259036,257286,255426,253237,250060,246466,242550,239255,235952,233255,231084,229095,227239,224592,222204,219400,217727,216259,215122,213777,213036,212662,211050,209580,207674,207206,205855,204560,202324,200216,198417,196273,193611,190494,188612,186891,185615,183606,182192,180954,180545,180071,179525,179552,180085,181361,182415,183578,184675,185546,186450,187193,188173,189723,191880,194235,196355,198098,200040,202002,204093,206647,209630,213329,216585,219209,221095,222251,223183,223687,224339,225292,225884,226462,226538,226570,225684,224943,224374,225121,226495,228406,229947,231030,232809,234717,236512,237577,239661,242419,245288,247179,248108,249257,250556,252511,253414,254229,255663,258095,260309,261260,262377,263721,265818,267133,268873,269834,272288,274556,276979,278500,280327,282693,284466,286059,287841,290971,293454,296811,298762,301169,302988,305059,307506,310090,313605,317191,320760,323348,324780,325329,326236,327387,329091,330949,332695,333848,334584,335402,336031,336910,338943,341357,343921,346100,348110,350081
